point_id,Group Inclusivity
604674847989289,1.781567096710205
949196586512378,1.6067116260528564
605891168125545,1.5959360599517822
1249858809278291,1.5410659313201904
988468651961771,1.712721824645996
921202372638296,2.2446978092193604
1347565769187019,1.7511255741119385
1341504720103773,1.22073233127594
952668539175574,2.1464455127716064
1080374116306941,1.379873275756836
1322136562027966,2.01165509223938
961379378185837,1.4349479675292969
941413194231731,1.322779417037964
1009908479896961,1.203031301498413
892522566216818,1.147249698638916
1013409802878937,2.168982744216919
939279797901090,2.057687282562256
904776734159147,1.3505263328552246
616561439946526,2.111238479614258
853103753241699,1.9601070880889893
1338937760006258,1.141278624534607
695558328191580,1.3584706783294678
952223362203527,1.9907326698303225
950032772690571,1.763880491256714
1312368290163646,1.7410590648651123
1340752596483655,2.014183759689331
1308133949889708,2.1466212272644043
1124362752024215,2.0032424926757812
1293701861147943,2.804702043533325
936246644244828,2.0470356941223145
1346924189139125,1.2723095417022705
1193562914391269,1.3311820030212402
1305135293470992,2.506862163543701
1295222257734943,1.3682639598846436
622970039700648,1.8420639038085935
1318863291903626,1.0258772373199463
834257367185392,2.013882637023926
529573871983782,2.205939531326294
1337088266887319,2.2910563945770264
504976904195671,1.37050199508667
940105906820082,2.019394874572754
898838224675882,1.1210758686065674
851593792374953,2.027166843414306
1311865273537495,1.4561177492141724
928577328264627,1.9727783203125
1128142527596894,2.487591028213501
1141620766250105,2.189591407775879
1320036521960447,2.0074124336242676
910602130248721,2.1504712104797363
911367867348178,1.421423316001892
928287858713842,2.3674323558807373
1322765481735334,2.0095512866973877
884917556708982,1.3396990299224854
960316751396097,0.9912564754486084
536100118682953,2.0020320415496826
1311671469473878,2.4075207710266113
844205992848268,2.0102224349975586
925642278684345,2.1014115810394287
952643825765368,1.0932378768920898
786194342836580,1.6542890071868896
955698035678749,2.066734790802002
866815100851838,2.0486342906951904
927839621971828,2.0161142349243164
1287595691936597,2.005674362182617
591851556186495,2.0410988330841064
924688235404281,2.0477633476257324
1325574348062406,2.792186737060547
889969055922024,1.7172210216522217
1320356891947994,2.073634147644043
935101997802949,2.097343683242798
1291360174857164,2.0139143466949463
904955447226868,1.992947578430176
1069892710906888,1.9171547889709473
1088748659010324,1.5439345836639404
859188882150754,2.30377197265625
827112448227434,1.1430253982543943
567940365139959,2.0066978931427
1324451384622640,2.209359645843506
1188506748842672,2.330564498901367
1254473731836733,1.923541784286499
1098883101353046,1.2999087572097778
1005885867105523,1.1565725803375244
943389367082626,2.0134122371673584
874703593629086,1.9920659065246584
1297003261253198,1.968503713607788
1091316464727149,1.0235437154769895
1167560977238743,2.0660955905914307
1326301911193642,1.3543217182159424
937660520402485,2.1661946773529053
1328846987662051,2.059399366378784
1298232051041423,2.0267441272735596
1297852097593401,1.668490648269653
1347910928914601,1.9127845764160156
1350536375645591,2.003798723220825
940363120506696,1.7397220134735107
926884831484492,2.024091958999634
988313311830120,2.32118558883667
963689867702639,2.009735584259033
1089339432276716,2.2450993061065674
1283809392266148,1.644733428955078
951087706042391,2.326382875442505
841887163829944,2.0051443576812744
1288321052096925,2.009805202484131
949078322895966,2.2112889289855957
500413271138653,1.9902470111846924
1357250115206870,1.0628563165664673
1351128591937990,1.919661045074463
649421833932476,2.610447883605957
1288964198442779,2.0328450202941895
1167461030602968,1.999835968017578
1194627541230160,2.0064313411712646
1322164128308056,1.9980261325836184
1289762975236778,2.0969221591949463
1302069607137629,2.0122547149658203
1119351515767994,1.9069938659667969
1018766566174241,1.614455223083496
1132438631097233,1.7207324504852295
1214864662479360,1.0838618278503418
1306355100291293,2.0191948413848877
1285723381822814,2.0171895027160645
736145818368947,1.9982221126556396
1267278127294424,2.3331634998321533
820788075189888,1.0955355167388916
1064373741188113,1.973988056182861
976877486651465,1.5321424007415771
625553329563376,2.1838889122009277
733829115152388,1.9972648620605469
975965806542008,2.005293369293213
982371929593899,2.3355987071990967
841883763409944,2.3273727893829346
956367038449879,2.048328161239624
1300050403991007,1.671872854232788
1188577331601971,2.012901782989502
892253371331068,1.328165054321289
1157261998297573,2.1386547088623047
883701792694029,1.993243932723999
606535354697646,2.020449638366699
1287480501839395,1.3262016773223877
1338816280057170,2.006875514984131
901558541086929,1.1796677112579346
1215443702434004,1.8738045692443848
1334138997253149,1.2709665298461914
709996744208115,2.3162872791290283
1152223578532413,1.9993648529052737
1291657584753478,2.0612542629241943
1359890604810301,1.2671552896499634
668559445075055,2.0164873600006104
967302451095339,2.006667137145996
1353937725324462,1.8389136791229248
969165103830666,1.8740696907043457
1299965797084673,2.1957240104675293
1081935675648027,1.534660577774048
1093740234927556,1.6302640438079834
985203099522550,1.9389448165893557
591046242158329,1.4182229042053225
1318211302390167,2.0029895305633545
1225680131487301,1.5357346534729004
1350780999651344,1.4612805843353271
910433116875153,1.826733350753784
1020918598934162,2.297523498535156
1310775349859537,2.280880928039551
1352024648701825,2.013294219970703
849772025619488,1.7673039436340332
778833873422637,2.200669050216675
1313628289031269,1.3422467708587646
910478316665443,2.9763851165771484
1327894484597437,1.201441764831543
1356982468423546,2.0397114753723145
608500544233754,2.202789783477783
1308128609877510,1.9892215728759768
1358268271431107,2.3329248428344727
1292247744788421,2.8403196334838867
1132513753970295,1.6205167770385742
875927309932025,1.0973751544952393
1187248791724501,2.5756759643554688
1284448055604418,2.164320230484009
892128558547190,1.997612476348877
938371864145516,2.0096213817596436
610746097580526,1.9930033683776855
1317430322240976,1.609846830368042
1286238542041091,2.816554546356201
1307903733121215,2.015120029449463
972357036848415,2.00402307510376
1328485044340825,2.60638689994812
1299825374740250,1.605414867401123
1124674672048695,1.570678472518921
1336195083720049,1.506610870361328
981096723052462,2.037963628768921
908406550467309,1.232211351394653
1345883692473275,2.0067601203918457
1229510627687043,2.185102939605713
1269589497317782,1.4983352422714231
1357228804658250,2.015671968460083
1089946258924181,1.8874595165252688
547888547481117,1.5399882793426514
1125303535447253,2.115978240966797
983894226405316,1.1348872184753418
925224725561245,2.0506772994995117
736429670820905,2.2097978591918945
1346841099207658,1.467200517654419
1226804328207661,1.9562082290649416
941627597287121,1.6776518821716309
503531318492655,1.0376609563827517
1234647417423137,1.897932052612305
817555166559612,1.3206349611282349
991364871743418,1.741960048675537
972808944261850,2.002612352371216
936602920802551,1.299898624420166
544636550444616,2.151500940322876
1103385746883436,2.2814483642578125
1124083698623048,1.995136260986328
942538579841605,2.011958599090576
823735766212176,2.058318614959717
1318107385489936,2.0238735675811768
1061377234822896,1.987229824066162
1287369685229088,2.389195203781128
1134755250822484,2.1324217319488525
790911976223643,1.0944061279296875
1011396683165768,1.992159128189087
959113328379417,1.2981977462768557
906396496759771,2.196521759033203
1061030924842382,2.403773546218872
1048999862832597,2.0126729011535645
1308474183401248,2.0113794803619385
1354403555283111,2.025933742523194
1166068268074292,2.100614070892334
1300042014039671,1.024593949317932
1324284151815229,2.426018476486206
907828340611203,2.015145063400269
895413445017558,2.1424920558929443
955885398874499,1.2828857898712158
816730640466697,2.3880093097686768
975360893962910,1.741036891937256
861166661480224,2.0044727325439453
1006873726967707,1.9242236614227295
1295382860863731,1.9157392978668213
1130759841700636,2.1188628673553467
1354438842173185,1.0768835544586182
904648237883290,1.7589290142059326
1339204553454405,1.2278382778167725
1284844795529667,2.012423038482666
888498489689234,1.5951869487762451
508371333682878,1.217952847480774
1300547364195613,2.157649278640747
1297541634174389,1.986389398574829
1122975678894865,2.8797450065612793
1079646755774338,1.1318869590759275
1178516799492337,2.1202478408813477
1105491216526388,2.0316123962402344
1337468150496869,2.316744089126587
884138393388982,1.7005178928375244
877607653097608,2.2334423065185547
1355465154952826,1.6022069454193115
1306539180066951,2.116102457046509
1331857774066301,1.508129596710205
1358284417882952,2.9864697456359863
955024718859597,1.8544821739196775
1298009450889280,1.5239214897155762
1299341390702003,0.9336735010147096
1349407975433274,2.8574981689453125
1311426232835911,1.304807424545288
1314543775803504,2.006002187728882
969113553894177,1.376213788986206
591482446300295,1.3012547492980957
676088076820635,1.891517162322998
1311357062592176,2.02162504196167
703947904887211,2.0962603092193604
1286928545313877,0.9861085414886476
1243353596303584,2.051628828048706
1290830651625272,1.9398505687713623
1064801754674934,1.6794142723083496
1315896442388018,1.146670937538147
1324795808012529,2.0355935096740723
1294605831057554,1.6489191055297852
1358495714522284,1.996899366378784
1353260778576309,2.0123450756073
1343091489693626,2.0173416137695312
1297380061127220,1.9984593391418457
625146969455908,1.5530993938446045
1267933757475629,2.0120656490325928
1347618005609243,1.88832688331604
995760894809166,2.0094823837280273
948295513024429,1.293424367904663
1330918504481438,2.002986192703247
1293824498166171,1.9429988861083984
981899346467089,1.3950167894363403
1181656213235613,2.340736389160156
913276396591907,2.3464255332946777
890906524973239,2.0117156505584717
1330451888353165,1.3862626552581787
887111599014904,1.2503662109375
874231420346463,2.0079331398010254
1250842379193199,1.037491798400879
881711343124757,2.3381590843200684
